Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Is vice president approval required for students, temporary and on-call employees?	No, approval is not required for these positions. Units may institute additional unit specific guidelines for these groups.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2433
What is the process for obtaining the relevant vice president’s approval?	In those cases where vice president approval is needed, the form “ [Hiring Approval Form for Posting and Hiring at MSU](https://hr.msu.edu/ua/hiring/documents/hiring-modification-approval-form.pdf) ” must be completed* and the appropriate signature must be obtained before the unit can proceed further with the hiring process. (Use Internet Explorer to view the form, and download and save to complete.) The completed form with the appropriate signature must be attached to the Support Staff Position Request as noted in the [hiring chart here](https://hr.msu.edu/ua/hiring/support-staff/hiring-modifications.html) . If the posting has already been posted or is in EBS workflow please email the approval form to [AVPHR.TMAmail@campusad.msu.edu](mailto:AVPHR.TMAmail@campusad.msu.edu) .\n\n*The human health colleges should use the form developed and provided by the Executive Vice President for Health Sciences.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2434
We have a reclassification form submitted in workflow and/or under review at HR, does it require vice president approval?	No, reclassifications do not require vice president approval. However, we recommend that units assess whether it is necessary to reclass a position due to the statewide suspension of in-person operations.\n\nProfessional Development - Remote Opportunities\n[Collapse All](javascript:collapseFAQ();)	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2435
What if there is no obvious MSU work that my employees can do remotely?	Challenging times like this call for creativity. Are there materials that require reading and review that can be done remotely? As a professional development assignment, is there a job-related book that can be read or an online course that can be taken? It is hard to imagine that there is any job at MSU for which there is not some personal professional development work that could be done remotely and could increase one’s capacity or improve one’s performance when we return to more normal times.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2436
What resources does MSU have available that can assist with remote professional development?	All benefits eligible employees have access to free online learning in elevateU. This tool can assist and support employees with boosting skills in a wide variety of areas. Consider goals set for the year, skills needed for upcoming projects or taking a deeper dive into Excel or Access. Topics cover a broad range and include productivity tools (desktop), leadership development, project management, IT professional skills, emotional intelligence, wellness, and more. elevateU also has thousands of e-books and audio books available that can be searched by title or author.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2437
Does elevateU have resources related to professional certifications?	Yes, those with a professional certification may be able to get CE credits by taking courses through elevateU. From the home page, click on Certification Resources in the left sidebar, then Certification Information. If you don’t see your certification, contact the credentialing board for your certification to ask about using elevateU resources for CE credits. This is an opportunity to get CE credits without spending any money or traveling.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2438
My employees are working remotely, but without their normal routine, they may have extra time in their day. As their supervisor, what can I do to assist?	Once the team is up and running remotely and a routine is established, supervisors might consider assigning a common experience to work on as a group. Teams can watch a video together and discuss key points. Each team member could choose a topic to explore and then “teach back” to the rest of the team.\n\nLeading by example can ease the anxiousness employees can experience. You have the power to creating space to facilitate the connectedness you may be missing. Other ideas include creating a virtual book club using the same book with a weekly discussion segment. We’d recommend selecting resources that will align with team or unit goals, or other common interest like “improve communication”.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2439
Is professional development work appropriate work to assign to an employee?	Yes, individual employees should feel encouraged to pursue professional development. Consider areas that align with performance goals or new skills needed for upcoming projects or initiatives. Certificates of completion are available for those who complete a course and pass the exam at 75% or better. Taking a class, reading up on areas of professional expertise isn’t just “busy work”. We know that creativity and innovation are sparked by learning something new.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2440
How do employees access elevateU?	Log into EBS > My Career & Training > elevateU or directly at [https://elevateu.skillport.com](https://elevateu.skillport.com/) . We’ve updated the landing page and a good place to start exploring is by clicking the MSU Highlighted Programs tab on the left sidebar.\n\nUnemployment Information\n[Collapse All](javascript:collapseFAQ();)	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2441
Am I eligible for unemployment?	It is important to understand that the State of Michigan determines who is, and who is not eligible for unemployment. In general, you may be eligible for unemployment if you have experienced a loss of employment or a reduction in hours due to COVID-19.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2442
My department has not laid me off, but I’m not getting any hours. Am I eligible for unemployment?	You may be. The Michigan Unemployment Insurance Agency makes these determinations – not MSU. Please check with them.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2443
My department has not laid me off, but I’m only getting 10 hours/week (when I normally work 40 hours/week). Am I eligible for unemployment?	You may be. The Michigan Unemployment Insurance Agency makes these determination – not MSU. Please check with them.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2444
What information will I need to apply for unemployment?	1.  Michigan State Employer Account Number: 0800416-000.\n\n2.  Michigan State Federal Employer Identification Number : 38-6005984\n\n3.  Please see the [Fact Sheet](https://www.michigan.gov/documents/uia/160_-_Claiming_UI_Benefit_In_Michigan_-_Jan2014_444213_7.pdf) provided by the State of Michigan for additional personal information that may be needed.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2445
I have heard that there are new changes to unemployment. How does that apply to me?	The State of Michigan Unemployment Insurance Agency has implemented a number of changes in response to COVID-19 and federal and state laws. More information can be found at [www.michigan.gov/uia](http://www.michigan.gov/uia) .	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2446
Is there a specific day that I should apply for unemployment?	The State of Michigan has provided the following guidelines concerning the days on which people should submit applications for unemployment to the State of Michigan Unemployment Insurance Agency:\n\n*   Online Filing Schedule – [www.michigan.gov/uia](http://www.michigan.gov/uia)\n\n    *   Last names beginning with letters A-L are asked to file claims on Mondays, Wednesday, Fridays.\n\n    *   Last names beginning with letters M-Z are asked to file claims on Sundays, Tuesdays, or Thursdays.\n\n    *   Saturdays will be available for anyone to accommodate those who could not file during their allotted window.\n\n*   Call Center Filing Schedule - 866-500-0017:\n\n    *   Last names beginning with letters A-L are asked to call on Mondays and Wednesdays between  8:00 a.m. – 5:00 p.m.\n    *   Last names beginning with letters M-Z are asked to call on Tuesdays and Thursdays between  8:00 a.m. – 5:00 p.m.\n    *   Fridays (8:00 a.m. – 5:00 p.m.) will be available for anyone to accommodate those who could not file during their allotted window.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2447
What leave programs are available under the Families First Coronavirus Response Act (FFCRA) for employees unable to work or telework due to COVID-19?	Employees may apply for EFMLA or EPSL if they are unable to work or telework and meet the eligibility criteria under EPSL or EFMLA.\n\n*   EFMLA : Emergency Family and Medical Leave Act (EFMLA) expands the FMLA temporarily (until December 31, 2020) to provide 12 weeks of leave to care for of a minor child due to closing of school or daycare or unavailability of daycare because of COVID-19. The first two weeks of EFMLA leave are unpaid (but may be paid by the EPSL), while weeks 3-12 are paid with certain caps. All pay is at a rate of 2/3 an employee’s regular rate of pay.\n\n*   EPSL : Creates the Emergency Paid Sick Leave Act (EPSL) which provides for up to 80 hours of paid sick leave, with caps, to take care of oneself or another individual due to quarantine, COVID-19 or similar symptoms or to take care of a minor child due to closing of school or daycare because of COVID-19. Pay is at full or 2/3 rate, depending on which of the six qualifying reasons an employee is taking EPSL.Additional information on eligibility, key features, pay, and other important aspects of both the [EFMLA and EPSL leave programs is available here](https://hr.msu.edu/time-off-leave/ffcra.html) .	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2448
When does the FFCRA, which includes EFMLA and EPSL take effect?	It is effective on April 1, 2020, and applies to leave taken between April 1, 2020, and December 31, 2020.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2449
Are the EFMLA and EPSL leave requirements retroactive?	No.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2450
What are the eligibility criteria for taking EPSL?	If the employee is unable to work or telework because:\n\n1.  Employee subject to a quarantine or isolation order related to COVID-19\n\n2.  Employee advised by a health care provider to self-quarantine because of COVID-19\n\n3.  Employee experiencing symptoms of COVID-19 and is seeking a medical diagnosis\n\n4.  The employee is caring for an individual subject or advised to quarantine or isolation\n\n5.  The employee is caring for a minor child whose school or place of care is closed or child-care provider is unavailable, due to COVID-19 precautions\n\n6.  The employee is experiencing substantially similar conditions as specified by the Secretary of Health and Human Services, in consultation with the Secretaries of Labor and Treasury.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2451
Who is covered by the EFMLA and EPSL?	All employees are covered, including temporary and on-call employees, except for:\n\n*   MSU Police Department staff\n\n*   Certain MSU Health Team staff and providers\n\n*   Certain Student Health & Wellness staff\n\n*   Certain Office of the University Physician staff\n\n*   CVM critical infrastructure staff in the veterinary medical center and veterinary diagnostic laboratory\n\nThese employees are exempt from coverage under the acts because of the nature of their jobs. Some health care employees became eligible for EFMLA and EPSL on 9/16/20 due to changes to the Department of Labor regulations. Those employees were notified individually that they are no longer exempt.\n\nPlease note that all covered employees must meet the eligibility requirements for both EFMLA and EPSL.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2452
Are there caps on leave pay under EFMLA and EPSL?	Yes, both programs have caps on leave pay.\n\nEFMLA:\n\nThe rate of leave pay under EFMLA is 2/3 of the employee’s regular pay with a cap of $200 per day.  The maximum payout under EFMLA is $10,000.\n\nEPSL\n\n: The rate of leave pay under EPSL is either 2/3 or full regular pay, depending on why the EPSL is taken.\n\n*   If EPSL is taken to care for a family member or for childcare purpose (Reasons 4-6), the rate of leave pay is 2/3 of regular pay with a cap of $200 per day.  The maximum payout under EPSL for family care or childcare is $2,000.\n\n*   If EPLS is taken to care for oneself (Reasons 1-3), the rate of leave pay is full regular pay with a cap of $511 per day.  The maximum payout under EPSL for selfcare is $5,110.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2453
If I was deemed “non-necessary” by my supervisor under the Michigan Executive Orders AND I am unable to telework, do I qualify for EPSL reason #1, isolation order?	Yes, because you are unable to work or telework due to the Executive Orders (isolation order), at least until that order expires.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2454
If I was deemed “necessary” by my supervisor under the Michigan Executive Orders, but I am able to work, do I qualify for EPSL reason #1, isolation order?	No, because you are able to work.  You may qualify for another one of the six reasons, but not #1.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2455
If I was deemed “non-necessary” by my supervisor under the Michigan Executive Orders, but I am able to telework, do I qualify for EPSL reason #1, isolation order?	No, because you are able to telework.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2456
I’m an employee who was told I am unnecessary under the Michigan Executive Orders and was told to use accrued time. Do I get EPSL for two weeks?	Yes, you are entitled to this leave as long as you meet the documentation requirements.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2457
I’m an employee working from home. It is difficult for me to get work done with my small children around since school is closed. Am I entitled to this leave?	Yes, as long as you meet the criteria set forth in the acts which include:\n\n*   a statement attesting that you cannot telework because you are caring for a child, under age 15 (or age 15 or over in special circumstances);\n\n*   no one else suitable is able to do so;\n\n*   documentation that the child’s school or daycare is closed or the daycare is unavailable.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2458
Does caring for anyone count for reason #4 of EPSL?	You must be caring for someone with whom you have a personal relationship.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2459
Is medical documentation required for EPSL?	EPSL reasons #2 and #3 may require medical documentation or evidence that an employee was seeking diagnosis.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2460
Who is a “health care provider” for purposes of determining individuals whose advice to self-quarantine due to concerns related to COVID-19 can be relied on as a qualifying reason for EFMLA or EPSL?	The term “health care provider” means a licensed doctor of medicine, nurse practitioner, or other health care provider permitted to issue a certification for purposes of the FMLA.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2461
Is stress and anxiety due to covid-19 a covered condition under EPSL for employees who are deemed necessary to work?	No, unless there is a health care provider’s note saying they are advising to self-quarantine.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2462
Can I use different reasons for EPSL (#1-6) for the 80 hours/two weeks? Do I submit different forms for each reason?	Yes, you may have different reasons; a separate form is required for each reason.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2463
May an employee take 80 hours of EPSL for their self-quarantine and then another amount of EPSL another reason provided under the EPSL?	No, an employee is limited to two weeks—or ten days—(80 hours for a full-time employee, or for a part-time employee, the number of hours equal to the average number of hours that the employee works over a typical two-week period) of paid sick leave for any combination of the qualifying reasons under the EPSL.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2464
My child is under age 14 and home from school and no one in my family is sick. Do I get EPSL and EFMLA?	Yes, as long as you meet the criteria (i.e., no one else is able to give care in the household, school is closed, etc.).	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2465
I am a necessary employee and cannot work remotely. Do I get EPSL or EFMLA?	You could qualify for reasons #2-6 under EPSL and EFMLA, but not reason #1 under EPSL (because you are able to work under the Isolation Order).	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2466
I am a non-necessary employee and cannot work remotely. Do I get EPSL or EFMLA?	You could qualify for EPSL Reason #1, but not for the other five EPSL reasons or EFMLA.  This is because the reason you stopped working on March 23 or after due to the Executive Order, not childcare or any of the other reasons.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2467
If an employee takes EFMLA or EPSL does the employee’s health coverage continue during the leave period?	If the employee already has health coverage, the employee is entitled to continued group health coverage during the EFMLA or EPSL leave on the same terms as if they continued to work.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2468
If I use EPSL or EFMLA, does it impact my insurance benefits? So, since I may receive only 2/3 of my pay, will I have to pay more for my health benefits?	No, your health benefits continue; you make your normal contributions.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2469
If an employee is unable to work or telework because their child’s school or place of care is closed, or child care provider is unavailable, are they entitled to both paid sick leave and expanded family and medical leave?	Yes, an employee may be eligible for both types of leave, but only for a total of 12 weeks of paid leave. The EPSL provides for an initial two weeks of paid leave, and thus covers the first 10 workdays of EFMLA, which are otherwise unpaid.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2470
My child's daycare isn't technically closed, but they cannot attend because they have been instructed to only accept children of "essential" workforce parents. Am I eligible for EPSL or EFMLA?	Yes, because the child care provider is “unavailable.”	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2471
Are the up to 80 hours of borrowed sick leave MSU provided to certain employees available beyond April 1, 2020?	No. An employee may use the MSU hours through April 1, 2020, at which time those MSU provisions expire 1 . Effective April 1, 2020, the employee would need to qualify for hours under the EPSL and EFMLA.1 The 80 hours of borrowed sick leave does not expire for employees that are exempted from EPSL and EFMLA coverage:\n\n*   MSU Police Department staff\n\n*   MSU Health Team staff and providers\n\n*   Student Health & Wellness staff\n\n*   Office of the University Physician staff\n\n*   CVM critical infrastructure staff in the veterinary medical center and veterinary diagnostic laboratory	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2472
Are the up to 56 hours of leave MSU provided to certain employees available beyond April 1, 2020?	No. The 56 hours of leave can only be used through April 1, 2020.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2473
May an employee supplement or adjust the pay mandated under the FFCRA with other paid leave available to the employee?	No.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2474
If an employee’s hours are reduced, can the employee use EFMLA or EPSL for the hours that the employee is no longer scheduled to work?	No.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2474
Does an employee have a right to return to work if they are taking EFMLA or EPSL?	Yes, the Acts require employers to provide the same (or a nearly equivalent) job to an employee who returns to work following leave.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2475
If an employee takes EFMLA or EPSL does that count against other types of paid sick leave to which they are entitled?	No, but an employee that is taking EFMLA or EPSL cannot supplement those leaves with other types of leave.\n\nOn-Call Employees\n[Collapse All](javascript:collapseFAQ();)	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2476
I’m an on-call employee who was told I am necessary under the Michigan Executive Orders. I do not want to keep coming to work. Can I use EPSL?	No, under reason #1 you have to be unable to work.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2477
I’m an on-call employee. Am I covered by EPSL or EFMLA?	Yes.\n\nStudent Employees\n[Collapse All](javascript:collapseFAQ();)	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2478
Are student employees eligible for EPSL or EFMLA?	Yes, student employees are eligible for both types of leave.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2479
I am a student employee and left school when classes shifted to online. Am I eligible for EPSL?	No, the leave is only for employees who had to stop working because of the Michigan Executive Orders.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2480
I am a student employee. I was told by my supervisor that I was not necessary under the Michigan Executive Orders and to stop reporting to work, and that I am not able to telework. Am I eligible for EPSL?	Yes, as long as you meet the documentation requirements.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2481
I am a student employee and was told by my supervisor that I was able to telework. Am I eligible for EPSL?	No, under reason #1 you have to be unable to work or telework.\n\nIntermittent\n[Collapse All](javascript:collapseFAQ();)	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2482
Can you use the 80 hours intermittently for EPSL?	It depends on the reason. If you are a necessary employee who must come to the worksite, you cannot take EPSL intermittently for any reason except #5. For example, you cannot take intermittent leave if you have been deemed necessary to come to your worksite, but you have COVID symptoms. Those who are teleworking can potentially take EPSL intermittently, depending on the specific reason, if both supervisor and employee agree.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2483
If I am approved to work remotely, but am unable to log a full pay period because I don’t have a full week's worth of work, can I use these leave programs to make up any hours under 40? Can I use leave in 1 hour increments?	No, the leave can only be used in one day increments.\n\nFMLA/EFMLA\n[Collapse All](javascript:collapseFAQ();)	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2484
Does an employee qualify for EFMLA for a COVID-19 related reason even if he or she has already used all or some of their FMLA leave?	An eligible employee is entitled to paid sick leave under the EPSL regardless of how much leave they have taken under the FMLA. However, an employee may only take a combined total of 12 work weeks for FMLA or expanded family and medical leave reasons during the 12-month fiscal leave period. An employee’s eligibility for EFMLA depends on how much leave they have already taken during the 12-month fiscal year period.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2485
If an employee is currently on leave after childbirth, is unable to telework, and their daycare provider is closed, are they entitled to EFMLA?	No. The reason they are on leave is child bonding, which is not related to COVID-19.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2486
I was approved for FMLA prior to the COVID-19 situation. May I use the MSU 56 hours of leave time to cover an FMLA absence?	No, the 56 hours expired on April 2, 2020.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2487
I was approved for FMLA prior to the COVID-19 situation. My condition is severe anxiety and depression which has been exacerbated by this situation. I’m out of paid time off. May I use the MSU 56 hours of leave time as well as the leave programs to cover FMLA-related absences?	EPSL and EFMLA do not cover anxiety alone. You would have to meet the criteria in the acts, such as experiencing COVID-19 symptoms and seeking a medical diagnosis.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2488
Can you use EFMLA in both this fiscal year and next?	Yes, if you have any EFMLA left during the 2020-2021 fiscal year. The MSU FMLA year (which is the same as the MSU fiscal year) begins in July 1. At that point, employees get a new batch of 12 FMLA weeks. So, if you had only taken two weeks of EFMLA before July 1 (and haven’t reached the aggregate caps), you may be entitled to ten more weeks of EFMLA in the next fiscal year through December 31 when EFMLA expires.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2489
I am currently on FMLA for COVID-19 related symptoms. Do I continue FMLA while also using EPSL?	You may be able to, if you qualify for both a Serious Health Condition under the FMLA and the criteria under EPSL.\n\nLeave Processes\n[Collapse All](javascript:collapseFAQ();)	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2490
Who is a full-time employee and who is a part-time employee under the EPSL?	For purposes of the EPSL, a full-time employee is an employee who is normally scheduled to work 40 or more hours per week. A part-time employee is an employee who is normally scheduled to work fewer than 40 hours per week. The EFMLA does not distinguish between full-time and part-time employees.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2491
How do you calculate the hours worked by a part-time employee for purposes of EPSL or EFMLA?	A part-time employee is entitled to leave equivalent to their average number of work hours in a two-week period. Therefore, you calculate hours of leave based on the number of hours the employee is normally scheduled to work. If the normal hours scheduled are unknown, or if the part-time employee’s schedule varies, you may use a six-month average to calculate the average daily hours.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2492
What is an employee’s regular rate of pay for purposes of the FFCRA?	The regular rate of pay which is used to calculate an employee’s paid leave under FFCRA is the average of his or her regular rate over a period of up to six months prior to the date on which the employee takes leave.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2493
What is the purpose of furloughs during the COVID-19 health care crisis?	The purpose of negotiating furloughs was to provide units that are experiencing significant budget challenges due to the COVID-19 crisis a way to achieve short-term financial savings while protecting employees from loss of employer-paid health, life and dental benefits during the pandemic and allowing for a faster and more targeted recall of staff to their jobs when campus operations return to a more normal state.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2494
Who can be furloughed?	Furloughs can only be implemented for employees in the following labor associations:\n\n*   Administrative Professional Association (APA) - [View the agreement here.](https://hr.msu.edu/contracts/documents/LOA-MSU-APA-5-7-20.pdf)\n\n*   Administrative Professional Supervisor Association (APSA) - [View the agreement here.](https://hr.msu.edu/contracts/documents/LOA-MSU-APSA-5-28-2020.pdf)\n\n*   Clerical-Technical Union (CTU) – View the agreement here (link).\n\n*   Local 1585 – View the agreement here (link).\n\n*   Local 274 – View the agreement here (link).For non-union support staff, contact the Solutions Center Support Staff Layoff Team at [AVPHR.TMAmail@campusad.msu.edu](mailto:AVPHR.TMAmail@campusad.msu.edu) .	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2495
How does this impact employees we may have already recently laid off?	APA and CTU employees who received layoff notices between Apr. 30, 2020 and when their respective furlough agreements went into effect will have their layoffs rescinded and will be placed on furlough.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2496
What employee groups are still subject to layoff?	At this time, layoffs may still be initiated for support staff employees in positions represented by SSTU, Local 324 and POAM.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2497
How do I initiate furloughs?	Units can send requests to initiate furloughs for employees by emailing the Support Staff Hiring/Layoff Team in the MSU HR Solutions Center at our main talent management email address ( [AVPHR.TMAmail@campusad.msu.edu](mailto:AVPHR.TMAmail@campusad.msu.edu) ). An HR Analyst will respond to your request by emailing the unit a furlough checklist outlining what materials need to be provided and discussing any questions the unit has.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2498
What kind of materials will we be asked to provide and why?	The materials requested assist MSU HR in analyzing furlough lists from units to ensure the selection of employees to be furloughed within a unit is in compliance with the agreement. Units will be asked to provide their unit org chart, a list of names, job titles, classifications and work locations of people the unit wants to furlough, and some other materials that allow the team to analyze the request to ensure it meets seniority provisions of agreement. If you would like to [view a copy of the furlough checklist](https://hr.msu.edu/ua/layoff-resources/documents/support-staff-furlough-checklist.pdf) before initiating your request, it may assist you in preparing for the furlough process.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2499
The agreements say we can transition people from furlough to layoff if we aren’t able to bring them back to work. How soon can units start that transition to change furloughs to layoffs if we need to do so?	Please keep in mind that one of the goals of implementing furloughs is to help units achieve necessary short-term savings while avoiding leaving employees without benefits during a pandemic for up to the next six months. If a unit needs to transition furloughs to layoffs, it may make sense to initiate that change in accordance with contractually required notice periods for layoffs to ensure employees continue to have benefits. Contact the Support Staff Hiring/Layoff Team if you feel you need to initiate layoffs and an HR Analyst will discuss options with you at that time.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2500
What information is available to units to help employees understand the impact on their pay and benefits if they are selected for furlough?	It may be helpful to [read the FAQs that have been prepared specifically for employees about furloughs](https://hr.msu.edu/layoff-resources/furlough-faqs.html) .	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2501
What are the seniority rules for selecting employees to furlough under the agreement?	There are differences in the agreements, but in general, furloughs will be determine dby seniority within a unit (or department for CTU) and, within a primary work location and within an employment classifications. Please review the final agreements for more details applicable to each union.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2502
How should units handle requests from employees to volunteer for furlough?	If employees request to be furloughed, units should honor those requests if operationally possible. Units do have the authority to decline these requests for operational reasons but must then describe the reasons for the denial in writing to both the employee and the union. Employees being furloughed because they volunteered to do so should be identified as volunteers on furlough lists submitted to HR so their seniority dates aren’t included in the analysis of employees the unit is choosing to furlough. Proof of the intent to volunteer must also be submitted. This can be a written request or an email from the employee stating they wish to volunteer.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2503
How long should we expect it to take for HR to process furloughs?	HR will make every effort to process furlough requests within five business days from receiving a unit’s checklist materials, but the length of processing time is somewhat dependent on the volume of requests received in any given week and whether or not the unit has followed the seniority guidelines for selection outlined in the agreement. We will make every effort to process furloughs as quickly as possible, but we do recommend submitting your request and checklist materials at least a week in advance of the date you would like the seven-day notice to begin.	https://github.com/lanemat2/qnafiles/raw/main/msu-hr-covid-faq-copy.docx		[]	false	[]	2504
